cycle,volume_transactions,nb_anomalies_passees,controle_interne_score,complexite_si,digitalisation,dso,rotation_stocks,marge_brute,historique_audit,risque
achats,1412,6,0.7901181573502656,4,1.0,50.666661459641226,3.3058577875425543,0.2708005822284173,3,eleve
ventes,9577,1,0.46781898084653706,3,0.8295302834979313,76.90442725542687,5.04345116350841,0.34726736170034433,0,modere
achats,4411,3,0.6426361062800506,1,0.5209106922419453,53.361496133058886,6.30471205029337,0.2200040182547045,4,modere
tresorerie,7414,3,0.7006870209018226,4,0.517464095810285,51.03836752525255,7.391536303718794,0.21225876446015063,3,modere
stocks,2483,2,0.8545448820427792,4,0.506421232765355,64.40080333308079,3.908021713865979,0.22530453170116974,2,modere
stocks,3339,2,0.8020616595906224,3,0.9971275372451552,63.61705218645126,2.494532302459241,0.26920228749088826,3,eleve
paie,2239,5,0.6411284443573875,1,0.5768917062069678,48.1791865737009,6.467969973132545,0.20209065793235792,1,faible
achats,1804,5,0.7476921635985072,1,0.8538465813840455,67.88456785037596,1.3637128969415784,0.36599303697273866,0,modere
achats,7024,1,0.8884853652590472,2,0.8382869955438877,56.427056046438906,4.9215788620227885,0.213929853088801,0,modere
paie,462,2,0.6700017274866159,2,0.6379095712161741,48.14673398689987,5.178609251626754,0.1963841258018083,1,faible
paie,2704,2,0.6536702559347038,3,0.309671831254099,50.09042338122012,4.242424397532164,0.2601308099971073,4,eleve
paie,4386,0,0.41654430358706307,1,0.5812162722698169,78.98701378703886,1.9095097829808751,0.4478916554047583,1,modere
tresorerie,3838,1,0.6581391496985785,1,0.6293932552425905,50.69144013480884,4.268777981957565,0.35252798684907827,0,faible
achats,2569,2,0.43905594419732175,2,0.855584257980597,65.22250673012286,8.285084902003236,0.35888638344507373,2,faible
tresorerie,4895,3,0.6828497981450189,2,0.6038915824200584,34.351994712390734,6.183443202732832,0.3286251271300776,4,modere
paie,6250,3,0.848220271486412,3,0.35827888727503876,82.3060999678452,7.323429204059038,0.20530190554670208,3,modere
achats,656,2,0.38205407874297764,1,0.797581999546341,48.34011451683018,2.5655963456354853,0.23599342163994763,2,modere
tresorerie,9117,3,0.8851313236931185,4,0.5544917355005025,68.00578993487774,5.511415864554637,0.21900040689466144,4,eleve
tresorerie,2908,2,0.6504665310015701,2,0.09095009007269272,54.968637439938064,5.176680703399127,0.4091560001885295,0,modere
paie,5250,4,0.6959252699310091,3,0.6649969149153491,67.77668315584917,5.215410902606248,0.3295336731282777,0,faible
achats,7661,2,0.6246370329792187,1,0.7001542588240419,68.86880440729385,6.11169186549096,0.13326942973046285,2,faible
paie,2819,7,0.443014467617701,1,0.43141236142684236,57.106734795797905,5.294645001913161,0.4452653078384693,4,eleve
achats,6606,3,0.5825516238555639,2,0.5615908398753823,22.680709034114614,2.6210818530011526,0.266804856888874,3,eleve
stocks,3841,5,1.0,3,0.73154340519479,81.82030218816482,6.226508097970794,0.36533780145202216,3,modere
ventes,9866,1,0.5355931755619823,4,0.6663569602404565,57.201946753983286,6.681768559461031,0.40523379400464177,1,faible
ventes,4098,0,0.4617186457411674,2,0.28746860997700013,67.36012014348132,7.638957941252878,0.04379313165431964,2,faible
ventes,2503,2,0.7211936541110654,3,0.8507100332994736,73.83437379816537,7.727305687835197,0.3454597707279945,4,modere
paie,8880,5,0.6871335227241525,1,0.9412661239077301,50.85651705713941,5.952866133714781,0.27474239349573,2,modere
stocks,9839,1,0.6515005313806528,4,0.4979632227936315,70.34270913208924,2.714325783805527,0.05781080027183222,3,eleve
achats,394,1,0.7021671915028384,3,0.21802568541548262,45.047958117515186,1.941232331570807,0.18674729074742968,4,modere
tresorerie,5443,4,0.7966303916044235,4,0.7542225613605903,67.75085712957096,4.54581278711992,0.25453914583650683,0,modere
achats,9982,3,0.6119254600322028,3,0.4653815121643813,60.39405526955742,6.838941949054025,0.3845651376767113,0,modere
tresorerie,1236,4,0.7291615312423925,3,0.70708975901705,51.55009712999087,6.71007013639514,0.2823762049987973,4,eleve
achats,2164,2,0.8535811993195005,3,1.0,60.93984340625996,5.547998524526358,0.3148121314339103,2,faible
stocks,7109,4,0.5507066999867807,3,0.2907384841622297,38.89613053207697,4.926881522417564,0.26438716371601784,2,eleve
tresorerie,4643,2,0.35167279840920557,4,0.44067582403753514,66.18079855347796,8.80747044839936,0.40879042743058225,0,faible
paie,1107,6,0.8006212738143874,2,0.5611040812903102,68.25644158045637,6.14806375176227,0.3521031156614199,0,faible
achats,5545,3,1.0,4,0.8583356722717883,66.91280279808228,4.825453846214343,0.31628554817840004,3,modere
achats,5452,3,0.6988968019526777,3,1.0,90.04341655081966,3.7091179526672757,0.18568669988037417,4,eleve
tresorerie,9539,5,0.7302898301598933,4,0.6494170374199255,58.10052571789968,2.9827893645815324,0.3119839415131044,2,eleve
paie,1535,4,0.6556287350359014,4,0.27355545185509605,59.477546557441904,2.785871970819711,0.5781871805379245,3,eleve
paie,671,1,0.9382091262265388,4,0.5308957251497554,36.594611977566004,2.9830131543652567,0.3795267286499314,2,faible
stocks,2482,4,0.68833646005827,3,0.4450273027524031,91.4493898308581,5.561904226517526,0.22606572163675143,0,faible
paie,9537,3,0.6720153759977596,4,0.7443170955371579,30.037132097309865,4.963860678938249,0.4852459890213397,4,faible
paie,5184,5,0.8366295721403805,1,0.6753769406597866,64.57127213399755,4.348170475419082,0.22166063785427137,1,modere
paie,377,4,0.6273590556704767,3,0.39163732639908033,47.704378525828304,6.472955870203912,0.3714304040711017,4,eleve
ventes,7159,4,0.5072959448386218,4,0.43330291515057373,61.24633225349278,8.618349868344986,0.2953800169248735,1,eleve
stocks,1987,6,0.832345056931854,1,0.5279885554851323,33.83881455746817,3.3533061274239997,0.3182129086312225,3,faible
achats,1365,4,0.6112679188491781,4,0.5521283379874501,77.83326939541757,3.651427913562828,0.32188297181597725,1,eleve
tresorerie,7591,1,0.553680995848598,2,0.5915622167660844,40.8964080340092,0.5658952165730788,0.2752431573588404,1,modere
achats,1140,1,1.0,4,0.6097746430388833,83.32506226198973,4.947338329060595,0.2610660292328341,3,modere
stocks,9209,1,0.6732104795165932,4,0.8469701075469076,41.447790962874194,4.744758863146492,0.16831659154368364,4,modere
tresorerie,8173,2,0.7741339123445999,2,0.520757797595712,79.50424838208811,6.785580490428787,0.18749809697894637,3,modere
stocks,9177,3,0.7044292361511665,3,0.49128663195068334,43.38070247221971,4.8263745520787,0.3333963699278217,0,modere
paie,2852,3,0.5670520764444507,2,0.3322451958220235,47.70780577469651,3.8237814044089973,0.23172856838465836,0,modere
tresorerie,8313,3,0.8034150430032884,3,0.555228153476495,59.9630782327176,5.385371484610174,0.20899901115450958,1,modere
paie,4669,3,0.7471868475680086,2,0.6512392492386098,43.04146593032435,6.114136718283306,0.582732390058802,3,modere
achats,6453,4,0.6010930252540101,4,0.25518072768136413,42.45248430839918,1.764541881750329,0.5489345425274571,3,eleve
achats,2453,3,0.7649785506784508,4,0.5315142813210855,43.2731739400289,7.013781981464096,0.3580824094646281,3,modere
tresorerie,7537,6,0.6228534858804996,3,0.8320588259840087,66.37711169211882,7.612605573430237,0.3721511738088822,4,eleve
tresorerie,4899,2,0.5343256959837205,3,0.7296612085402421,59.99101202635477,6.094910281959852,0.21875833589368282,2,modere
stocks,786,3,0.5191499118471815,1,0.6746866345521585,61.05262455787291,3.1308898794361584,0.18147590613954168,2,modere
stocks,8576,3,0.7405087931444467,1,0.724242459794901,53.50734291278246,4.347946923036193,0.2659664173906192,2,faible
paie,4911,2,0.6425903605107333,4,0.485259146022075,70.97399799721339,7.365748991444463,0.30002965542745497,4,modere
tresorerie,9054,0,0.9252556028565941,4,0.4586160428188075,81.00116062241244,3.0435582926912024,0.37130775595362864,3,faible
achats,5446,2,0.6935562829993064,1,0.8543817561476315,71.51234128402453,6.257287415530382,0.11696634989334909,2,modere
stocks,5143,8,0.5822195059819627,1,0.7657278758849752,55.820568975013416,4.898455981453682,0.5147247167895497,3,eleve
stocks,2528,4,0.7236726457965867,3,0.45074539567377914,35.58429832651349,5.320386499013945,0.3248024716685534,1,modere
achats,5226,3,0.505859901763809,2,0.2242552080644027,20.45838600631844,3.328457045350379,0.14493032994514574,2,modere
stocks,8320,4,0.6873803139212946,3,0.45489689030393654,58.70270299253811,5.661328570204285,0.31574747953488597,1,faible
paie,9198,3,0.7478750164717413,1,0.7087068454931826,20.136171742168955,5.518151474228671,0.20975491369062743,4,faible
tresorerie,7913,5,0.7293508461452958,4,0.468347971455354,56.01389333328855,1.9812828188667702,0.20274599032567464,0,eleve
achats,9745,2,0.8954199895779638,1,0.6660135621601031,88.05246397613142,4.991112210899261,0.19375981128255296,4,modere
tresorerie,3456,3,1.0,4,0.8839541107797797,36.930598987375824,6.2277943141599525,0.2743514038180835,4,modere
stocks,8807,5,0.8007096057011927,4,0.581394584441385,34.277861039721785,4.229433499407213,0.5102715690754178,4,eleve
stocks,7366,3,0.8768194491678278,4,0.6467920305969758,72.73868458828446,0.10453889779117276,0.3092665338644107,2,eleve
achats,6640,3,1.0,4,0.7369807712999132,3.8851716141961035,4.770366550204126,0.36938898059299213,1,faible
paie,138,2,0.5490661228275286,2,0.3835831483344928,67.636162807909,7.93293586629064,0.39385142818314756,2,faible
ventes,3442,2,0.7195941113162512,1,0.4453901549975897,89.37018551454986,4.3110610210782765,0.2855243671440813,0,modere
achats,9178,2,0.6283005201870012,3,0.7452322319807094,42.550301812099804,7.857302165714418,0.1838979981558662,4,modere
ventes,2944,7,0.8263986565391608,4,0.6073935041098216,39.11520505764233,3.3752848873779286,0.14012583165838388,3,eleve
ventes,1198,3,0.7407428379214931,4,0.6243517220618858,71.8004659519906,2.678058708546035,0.26125478163331706,0,modere
paie,7127,1,0.5772351520144099,3,0.6066571655714699,36.58512445147557,4.989794724354821,0.41439363133819473,1,faible
ventes,1923,7,0.7016421724520566,3,0.7956587937923916,76.2163744746892,3.3548432645291957,0.39353921500496275,0,eleve
ventes,3255,8,0.8570384109483827,4,0.6871425280899349,38.213801435022674,5.6597154757211126,0.3256380628026109,2,eleve
paie,3193,6,0.50444130534624,3,0.6897640182141623,95.36804670668838,4.254858291469258,0.3388878616558708,3,eleve
ventes,5758,3,0.5803983166541531,3,0.8444396315111545,73.24611291456458,7.947834090511619,0.2863175639554269,2,faible
ventes,3878,4,0.5579087372437287,2,0.9213147716149378,60.76087620379599,4.116665057565408,0.25185180062120033,4,eleve
ventes,2996,1,0.7489594833230365,3,1.0,94.2150988618471,5.17947392030384,0.22618164211461217,4,modere
achats,1088,2,0.886077411942244,1,0.4841972610369453,80.63087415703403,6.1926714568873376,0.1528549755698154,0,faible
achats,4216,2,0.3985398302040983,1,1.0,67.37233553886621,6.912632078916096,0.4797125816625119,4,eleve
achats,6546,4,0.7141597845217875,1,0.38064541130896334,22.73560132523037,7.959285391884311,0.31711209673073265,4,modere
paie,4279,5,0.5613668924087223,4,0.9870494806086252,45.970119178612265,4.530273464718005,0.25575347443429014,1,faible
stocks,1782,0,0.8508104162244976,1,0.4732080282617248,81.70819177741012,4.201383801723832,0.48211665357924816,1,faible
ventes,5726,1,0.6644547586643119,2,0.5862120407590493,33.99747913584798,1.1721666016073318,0.5011982430762255,2,faible
ventes,7524,4,0.7196010908616096,1,0.6037151890325947,44.685534533945905,9.083422982829628,0.5745158353008374,2,faible
paie,1033,0,0.699799450719691,4,0.42660585003439633,39.558044249867784,5.721928194466638,0.2751672551662091,1,modere
ventes,3698,5,0.8686328204784767,2,0.6173437333511922,68.04713652642485,6.503616131544419,0.3105230772779426,0,faible
achats,2080,2,1.0,1,0.43693237803247154,79.27223621725761,6.111457749825242,0.36509559224948107,1,faible
stocks,3156,0,0.5298002005177838,2,0.35301131426586,79.29197837182474,5.099069765751999,0.46621851332477715,2,faible
tresorerie,9084,4,0.5571165823008022,2,0.5922552733947533,42.94361207855472,5.700705161006724,0.30620231779567264,3,eleve
ventes,891,2,0.748224685383206,4,0.9179753780485868,67.77317044737362,3.880675101631496,0.20166451429652954,4,eleve
achats,5490,3,0.5775396477547121,4,0.5491960521966048,42.00234765908608,4.395802698521013,0.22466204192326086,3,eleve
tresorerie,6735,2,0.840037565560041,2,0.7882041830748431,55.78903000523933,3.0995883992742352,0.41774314493888826,3,modere
stocks,2355,4,0.8641176188626505,1,0.43086674145683623,70.40336197892033,8.114487927447117,0.3621035193154656,4,modere
tresorerie,3710,4,0.6180135531630313,4,0.34330478587309327,81.22750673258369,6.122962019792706,0.28270898875095196,1,eleve
achats,1707,2,0.5854694100037787,2,0.6907720313910719,17.012060126776873,8.95234516050864,0.276131988841361,0,faible
tresorerie,5279,7,0.658783146752092,3,0.9511224770202892,61.97269382816998,9.592766491890838,0.2827134461436348,3,modere
paie,6673,4,0.7156027320944527,3,0.6417908904266307,88.14586607059884,2.1916875207655027,0.42390390298886005,0,modere
tresorerie,1084,4,0.7472255784842787,4,0.7653294893074145,64.64438859350734,6.970456745746075,0.2211047053887774,2,modere
ventes,5876,5,0.36207744114262447,1,0.8990248820392953,61.65226545586625,2.2840726459391303,0.17865888991806544,3,eleve
ventes,3776,7,0.5548816721724822,3,0.5926939300635713,48.73985697039263,5.3548349769289,0.48168087735791243,2,faible
paie,3480,2,0.6393850976694123,3,0.56958734366775,87.6150593557256,5.629458939719058,0.30250544720396605,1,modere
achats,8811,7,0.5804516002379669,3,0.6944176701261264,49.66431809577454,2.4256677017848864,0.2920671240857951,3,eleve
ventes,8882,4,0.270293516147057,1,0.7300038212236339,57.99701219101344,3.5249633289177753,0.36709921197177386,2,eleve
stocks,1150,9,0.4167441301967959,1,0.32020498226335803,50.59573642936542,5.720702951552688,0.20110896414654175,2,eleve
ventes,3733,3,0.504196221162345,4,0.65914512525415,62.163910170299275,5.35260139808126,0.3750496000776477,1,faible
ventes,6442,4,0.6827073698720171,4,0.599863718111361,88.51303998096392,2.9632568737309635,0.2617272760669227,0,faible
achats,1059,1,0.6345696709778035,3,0.44209623217793736,41.877869388466735,3.603937808120593,0.41256725366840075,0,faible
tresorerie,6159,0,0.6052646376207138,1,0.5860379219644626,62.25106528503733,2.017119423032182,0.14662658983298185,3,faible
ventes,8984,0,0.819477244118926,2,0.36693503362745494,67.82129000431617,2.594152908353727,0.3450666187966131,1,modere
paie,5755,3,0.8194200497385642,3,0.29781445402526313,43.75335730061306,4.25715917697305,0.2768767428809392,3,modere
tresorerie,4573,1,0.722487798022281,4,0.6133696499282056,58.8196828777856,6.9749062253953635,0.2295356701876668,0,modere
stocks,3046,4,0.7180180424077988,1,0.7804154046791152,97.02680238982157,7.2284661490446,0.3771344579212739,1,faible
achats,7825,3,0.5715009173599882,4,0.5305418523693284,24.630213442240965,8.666873390760124,0.28516780771464484,4,eleve
stocks,626,4,0.5894511504015207,4,0.4078541472384648,51.57598523685196,5.848528370312091,0.34660127981568645,1,eleve
tresorerie,3324,4,0.4438525925312173,1,0.4389402428824001,65.01119013860185,5.376566135433386,0.4265711920786303,1,faible
tresorerie,1975,7,0.6623872852332503,3,0.7097889035533105,52.48114061335488,5.990292681993277,0.3791495644220616,4,eleve
tresorerie,1863,3,0.8178611934566795,1,0.9334770435885195,117.72494941128224,5.97111203445983,0.19196288649528603,2,modere
stocks,8812,2,0.9031494845161839,3,0.7540912382854593,70.97381472962586,1.7669727989426014,0.24582537449895106,2,eleve
tresorerie,5897,4,0.6632830213141805,4,0.8601583798497114,39.11261674281049,8.777746775108213,0.3459291346751888,2,faible
stocks,9308,0,0.7737503248014536,1,0.39047526044596625,13.26481289359382,1.1381220360761284,0.3793876901573624,0,faible
tresorerie,7199,3,0.27160161357082047,2,0.5852140166530392,66.80551725503707,7.297524792757093,0.26090437240660974,1,faible
paie,5209,1,0.6350607519402364,3,0.8037381700848816,44.887617523849215,5.112773956663402,0.3197853479527855,4,eleve
tresorerie,6744,2,0.6315456429800104,2,0.3201644837545535,85.77797012557306,2.8210056156904257,0.319158710639397,0,eleve
stocks,216,8,0.9236752471338074,3,0.4683253572747176,54.502688741792326,6.0627488601438175,0.33308991850550834,4,modere
ventes,2533,2,0.7589400191382126,1,0.7884038314083065,48.63296718660939,4.763722790196589,0.1821052629233953,0,modere
tresorerie,5563,1,0.774138313432091,2,0.6516851541576698,48.295056857100306,3.6349240077183538,0.1584967869470521,0,faible
ventes,683,3,0.7663492466498488,1,0.4069778135434633,79.73018347658557,2.237044672437955,0.07407629864386014,0,modere
paie,8686,6,0.7068164098498332,3,0.2738357185586179,68.31166079667929,2.0689857419521402,0.31055610953899104,4,eleve
achats,3888,2,0.9298547996273694,3,0.8674630362730011,95.11913447581756,3.7781774011015994,0.16358097728524398,3,eleve
paie,4267,5,0.354208067805239,3,0.18932312329181566,55.697857675936234,4.22602376458224,0.5136725635715094,0,modere
tresorerie,8565,1,0.7219315613073126,3,0.7264790357940609,77.24558824106066,2.5789149343223965,0.3654116054466263,2,eleve
ventes,1489,4,0.8694704277459344,4,0.4933911129226606,77.58752168823293,5.076960295293923,0.1818133060888745,1,modere
ventes,8457,3,0.4162909820211027,3,0.8094136632726701,73.4762690612712,2.8637275958709587,0.41351307437766105,3,eleve
stocks,9859,1,0.8256876780658453,2,0.39157034003821933,49.802843619067154,5.720441440351802,0.41374983028372614,3,modere
ventes,6254,2,0.5858255138102024,3,1.0,69.46816060091575,7.462758642543314,0.4218724154925349,4,eleve
stocks,5520,3,0.7164723893263061,1,0.6804597711376763,58.055151198719976,5.57874863239215,0.2191928304495195,3,faible
achats,9020,0,0.582946092858186,4,0.7134138437571178,57.52967457816915,4.812330418039131,0.37160543348921743,4,eleve
tresorerie,2143,1,0.8438727514823533,2,0.4453905626446314,43.88379416629469,3.93020592435781,0.42356672860093314,4,modere
stocks,4297,2,0.6567457178164651,4,0.5733239331602347,17.593225175385534,7.892197237150438,0.45708571497572,2,faible
achats,3596,3,0.8268695284535817,4,0.5785101854487639,84.9675272839637,4.612968564948534,0.14762571650336356,0,eleve
ventes,878,4,0.7652994754396512,4,0.9592136658503365,68.6311673857196,9.980447553559452,0.27823658930904405,3,faible
ventes,313,2,0.5809311273911741,1,0.6801153542855572,33.136035606461476,2.6339283101757465,0.2155990815487862,0,faible
achats,3862,4,0.7752788785593288,4,0.7087659412806477,74.35420921095962,5.57981456532418,0.48641242650921146,0,modere
ventes,9868,3,0.6004646412980901,4,0.7065297752963728,85.36270985980485,7.825447219937512,0.3491057333854465,0,modere
achats,6831,4,0.709619214075996,3,0.7257221798169193,75.55334893432324,3.619727336164787,0.3891247804382246,4,eleve
stocks,3217,3,0.65401084577653,1,0.322109298051442,42.16723642334139,4.527751300049022,0.34763553557016147,0,faible
stocks,5891,4,0.8349867799583159,2,1.0,45.36016214928405,6.252293015652868,0.33752855844068574,3,faible
achats,8883,0,0.7810483406106126,2,0.424502285561008,49.04247970305104,5.775780492795572,0.21367118790399126,4,modere
stocks,2820,4,0.6953917677092886,2,0.5923191328661825,77.22169612407623,6.1193981284419525,0.2553490577153116,3,modere
stocks,9005,5,0.5971432334266508,1,0.9062965795043255,69.5791971833602,7.32051694921653,0.3071515364501305,4,eleve
stocks,9227,2,0.5096512765253922,2,0.9869250593474722,115.8058324309637,4.3064917716950175,0.23514142893617251,1,eleve
paie,6147,7,0.7203484628936047,1,0.7611908159462949,27.182298765642344,7.874051796269479,0.21668282102382547,1,modere
tresorerie,8132,6,0.6051563660272361,3,0.4990610620508907,58.9480332686267,1.5599701012013005,0.2794322727053887,1,eleve
ventes,101,2,0.41830057636392615,3,0.6255469105888599,21.44489481313603,7.154875091171343,0.23948559913219028,1,faible
paie,6468,6,0.5004957188505624,1,0.6333934558215708,71.93295809469029,7.29441137515262,0.3049817090177434,4,eleve
stocks,2049,5,0.9438812958312575,2,0.6404780914618268,81.33789237294513,3.4510592478919175,0.25571295855329484,0,faible
achats,6832,4,0.6010035422515831,1,0.3539893945175071,88.84212233536286,2.0987276480461694,0.23151413405099933,2,modere
stocks,7933,3,0.8623244166265602,1,0.8520219064790975,63.77044185729578,4.535665190880513,0.20723758396861774,2,faible
tresorerie,1017,3,0.6465025409202578,4,0.6269177951875557,21.733812581445406,5.807606261658528,0.3006095920045641,1,faible
stocks,3274,2,0.885936645274122,1,0.45555624621001173,58.997028583875036,4.329801976619157,0.3888298273857412,0,faible
achats,7114,2,0.8750746026211567,4,0.5003213824505117,68.73579788048718,6.003884375914383,0.36508715539456055,3,eleve
tresorerie,189,7,0.5761456859649013,3,0.6539700071017426,39.89707490631706,8.875487526539537,0.14730898149110977,0,faible
stocks,1809,7,0.4018036499788592,4,0.31941867008831865,54.70042672955117,2.270576121265383,0.3859750761010908,3,eleve
tresorerie,3141,4,0.4145019284454519,1,0.7756870152331913,34.459007308079066,1.0917897936284344,0.3643809031953393,2,faible
ventes,205,3,0.5787007744066439,3,0.6469460604819484,47.74590941284276,4.861404692967556,0.38872734063974584,0,faible
ventes,9178,3,0.9834451638336312,4,0.9131379234052185,78.24933138806625,3.639662847384904,0.40836123303033256,0,modere
stocks,8719,6,0.638415688761619,1,0.615516744226914,73.60325893582583,4.039370163188688,0.22723461762169989,2,eleve
tresorerie,1995,5,0.7217865925110181,3,0.3829464120428901,32.095609811271174,7.5338262989817775,0.27001972330401813,0,faible
achats,6190,2,0.8955005299305084,4,0.36043936202453286,45.90029704723869,4.758767350345055,0.479046351410719,3,eleve
stocks,8608,3,0.7165482044667532,1,0.5218588772175143,61.14183969551481,4.942009158410604,0.47310403814784735,0,faible
ventes,6182,6,0.7113836557781161,1,0.5430190466756938,64.53048637095745,4.126404911514452,0.2923411439682649,3,eleve
ventes,734,1,0.793399479091772,2,0.48654765706848363,46.74208486908112,4.92239766274843,0.36031114246684937,1,faible
stocks,2025,2,0.743345463326498,2,0.6256961065836869,69.52914906643186,5.53700292495072,0.3690599871426835,0,faible
tresorerie,2156,1,0.6850799342494772,4,0.48147126122286465,59.29435558970474,10.569176398363155,0.4757644632153533,3,faible
ventes,7017,3,0.5917825985203836,4,0.6508411788848478,8.46740466278888,5.559314967224201,0.3345280389938077,2,eleve
tresorerie,3244,4,0.7117733336298184,4,0.4958703168663461,48.566593454465995,7.325390337379031,0.17877131011879693,1,faible
ventes,9731,5,0.864159969562471,1,0.7263407415469143,47.995485397788585,5.372799170289303,0.2523994071502469,0,faible
ventes,652,3,0.9673006880498081,4,0.5379802413246352,73.56547400779486,0.9444213393734104,0.6133536659543324,3,eleve
paie,9007,2,0.7438414962353365,1,0.8492413344534865,73.92118474356096,3.8658563325695603,0.17413787426320562,0,faible
ventes,5483,5,0.8132741702643959,4,0.7304589399579307,26.5579445814424,5.557821436017759,0.305027912162758,3,modere
achats,4011,1,0.7404596060744217,1,0.6387170679623411,68.76943513993135,6.4468290875667735,0.5313533440252453,0,faible
stocks,3489,3,0.6869005953394596,1,0.5584645466720182,58.52072309198616,5.420457183157051,0.22002567582155472,1,faible
stocks,9399,2,0.7771385617919027,2,0.2961980549342754,62.52848816249474,6.840702799543882,0.027310049867366182,1,faible
tresorerie,8542,2,0.8783999251468726,3,0.8827098809347844,47.72345962612539,2.0800304036416097,0.04570027357031342,0,faible
ventes,2530,1,0.5670457245971281,1,0.4638445843165401,58.763401544646385,5.097584951234372,0.22057860362361648,0,faible
achats,558,1,0.4822904946530636,4,0.6181464268804439,83.0065364515668,7.655926069370924,0.12370652476100685,4,eleve
tresorerie,307,6,0.62004876255453,2,0.6687608647071764,62.2437151818285,3.0568800054481162,0.40371673372625017,0,eleve
paie,999,3,0.7317492914949555,4,0.5632976880843882,59.151465887642125,7.2411828645666,0.3268144106809868,0,faible
tresorerie,121,1,0.8304807426431847,4,0.8709202108716054,50.41593251607567,7.137814918570088,0.08661627120016285,1,faible
tresorerie,8701,6,0.5515738262716767,1,0.35572581651825064,81.04511867487928,2.525950694956114,0.14046491077413542,0,eleve
ventes,994,3,0.3267135216062783,1,0.9467869613974674,34.38424366665579,5.675757122219574,0.4240140493086839,2,faible
paie,614,4,0.6235827014993476,3,0.7343115115016632,43.96060796434164,5.317627983336849,0.3193159055698831,0,faible
tresorerie,7394,0,0.6709128661512646,1,0.5507158826331061,33.235772364292245,4.647274613875094,0.4433631344390557,4,faible
achats,5004,1,0.5256589774882843,1,0.5529540012137423,64.0137035010033,1.946221555552568,0.4119010768352883,3,eleve
achats,7967,3,0.5865863606774032,3,0.1566356992192316,83.59495212830888,4.4738805277306675,0.18494792960267398,1,eleve
stocks,4209,4,0.8300925115130495,4,0.4303534459663797,53.42409164861103,4.687408265317266,0.38819680656685557,2,modere
paie,7279,2,0.7117180104394148,3,0.5292192489973914,38.61188930450278,1.6033974284402315,0.356285106609671,3,modere
paie,1660,1,0.7518433177913976,3,0.6352209952061816,92.72892967409942,2.3896967259300497,0.10382790457370397,2,eleve
stocks,1366,2,0.6466476652584179,3,0.8519162488904454,69.02566133296799,3.146009213099985,0.16380216707714634,1,modere
tresorerie,3738,7,0.5868834383562511,2,1.0,65.55048287268558,2.9034368695030564,0.5437670488428024,4,eleve
paie,9041,3,0.6455652655863784,4,0.6544534197605146,56.19618715653996,5.652540742112205,0.2072359762066261,1,eleve
achats,3527,1,0.7748320291269537,2,0.6411218624285931,73.38028343714963,6.823021053729818,0.34115211163331016,2,modere
achats,4880,2,0.47630196829881744,2,0.5019296464976263,65.2371112855734,4.378913706394219,0.2809349251812111,2,eleve
ventes,2027,1,0.9475255389748016,1,0.25697997133542594,50.374631432412386,6.532579135017864,0.3183723951877671,1,faible
paie,2456,4,0.7862287743523604,3,0.47884269475895674,53.72394746374279,6.904976920969258,0.28755019318937475,0,faible
tresorerie,4890,3,0.6196179843563927,3,0.5588997840507954,39.60226397973932,4.829414113910683,0.3965187292943182,1,modere
stocks,406,3,0.822011067682975,2,0.7950788841330324,37.10869624945005,5.816087486392358,0.3938990844352924,4,modere
stocks,8079,3,0.8833523600609661,1,0.7039029063163893,54.06695609806334,4.553309683658344,0.31179245675742784,1,faible
tresorerie,3765,3,0.6504492925596342,1,0.644309044780212,83.08429784582948,2.754340491609625,0.20955269563969775,3,eleve
ventes,7157,4,0.6675122815352408,1,0.48383998130214945,39.31673575677316,3.5064810969103943,0.24312111590511876,0,modere
stocks,761,0,0.9240211320209507,4,0.20357665019117377,76.7274005851482,5.65229632131579,0.14240803031956897,3,eleve
paie,4744,2,1.0,2,0.2156487902534691,44.02130292686401,4.757340920763264,0.26655706982404725,1,modere
ventes,8603,3,0.704415348635216,4,0.2672527066115976,24.267938546046025,6.474346026219676,0.12335747995560803,0,eleve
paie,3020,5,0.5262678479366538,1,0.5415986647590564,70.93199517178152,1.2260258524347876,0.32188471997124063,3,eleve
achats,9374,3,0.6294096767613162,1,0.7988088875435979,92.57536175149565,1.7068568686038699,0.3295998228657836,3,eleve
ventes,9046,5,0.8549523616703801,1,0.7934131139921767,42.885298394639435,1.9435502932870956,0.400525196165193,0,modere
stocks,6336,5,0.5454677055979308,3,0.7587431524154873,28.602581821996797,5.33330636220775,0.17799142067521684,0,faible
ventes,6178,3,0.6687575200361471,2,0.4969809032963921,69.09829502160045,2.243793803321916,0.18478046989154576,2,modere
ventes,452,2,0.7438877322147444,3,0.8288526332234221,41.5365160905601,5.64025832995387,0.4524701368522924,0,modere
ventes,9194,2,0.5615927970388499,4,0.41378588474203126,70.73293156941857,6.506019842128291,0.1631269537048167,1,modere
ventes,7105,2,0.8644651842814115,3,0.7706786877717752,83.02959188407684,8.032499546838768,0.5051216219019007,4,faible
paie,258,3,0.8040951272806561,2,0.26508473604238886,66.6123499120587,7.811815103280551,0.20761028834793246,2,modere
achats,1056,1,1.0,3,0.3645775512225563,76.19536616690942,3.6091606913323426,0.20830917039197588,0,modere
tresorerie,2171,3,0.8172191343786658,1,0.9305230121941127,76.33224307269401,1.6607240139635686,0.38428098457137416,4,modere
